,title,genres,overview,production_companies,original_language,status,averageRating,numVotes,combined_features,index
1942,nothing but the truth,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","When reporter Rachel Armstrong writes a story that reveals the identity of a covert CIA operative, the government demands that Rachel reveal her source. She defies the special prosecutor and is thrown in jail. Meanwhile, her attorney, Albert Burnside argues her case all the way to the U.S. Supreme Court.","[{'name': 'Battleplan Productions', 'id': 2108}, {'name': 'Yari Film Group', 'id': 2448}]",en,Released,7.2,35699.0,nothing but the truth drama thriller drama thriller when reporter rachel armstrong writes a story that reveals the entity of a covert cia operative the government demands that rachel reveal her source she defies the special prosecutor and is thrown in jail meanwhile her attorney albert burnse argues her case all the way to the us supreme court battleplan productions yari film group en en en,1942
1943,anvil! the story of anvil,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]","At 14, best friends Robb Reiner and Lips made a pact to rock together forever. Their band, Anvil, hailed as the ""demi-gods of Canadian metal, "" influenced a musical generation that includes Metallica, Slayer, and Anthrax,. Following a calamitous European tour, Lips and Robb, now in their fifties, set off to record their 13th album in one last attempt to fulfill their boyhood dreams","[{'name': 'Zootrope Films', 'id': 22477}]",en,Released,7.9,15459.0,"anvil! the story of anvil documentary music documentary music at best friends robb reiner and lips made a pact to rock together forever their band anvil hailed as the ""demi-gods of canadian metal "" influenced a musical generation that includes metallica slayer and anthrax following a calamitous european tour lips and robb now in their fifties set off to record their th album in one last attempt to fulfill their boyhood dreams zootrope films en en en",1943
1944,revanche,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Ex-con Alex plans to flee to the South with his girl after a robbery. But something terrible happens and revenge seems inevitable.,"[{'name': 'Prisma Film', 'id': 46296}, {'name': 'Spielmannfilm', 'id': 83027}]",de,Released,7.5,13533.0,revanche crime drama romance crime drama romance ex-con alex plans to flee to the south with his girl after a robbery but something terrible happens and revenge seems inevitable prisma film spielmannfilm de de de,1944
1945,in the loop,"[{'id': 35, 'name': 'Comedy'}]","The US President and the UK Prime Minister are looking to launch a war in the Middle East. The plot follows government officials and advisers in their behind-the-scenes efforts either to promote the war or prevent it. Spinal Tap meets Strangelove. A satirical demolition of Whitehall and Washington: politically astute, hilarious and terrifyingly real.","[{'name': 'BBC Films', 'id': 288}, {'name': 'Aramid Entertainment Fund', 'id': 3272}]",en,Released,7.4,53820.0,in the loop comedy comedy the us present and the uk prime minister are looking to launch a war in the mdle east the plot follows government officials and advisers in their behind-the-scenes efforts either to promote the war or prevent it spinal tap meets strangelove a satirical demolition of whitehall and washington politically astute hilarious and terrifyingly real bbc films aram entertainment fund en en en,1945
1946,the boat that rocked,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","The Boat that Rocked is an ensemble comedy, where the romance is between the young people of the 60s, and pop music. It's about a band of DJs that captivate Britain, playing the music that defines a generation and standing up to a government that  wanted control of popular culture via the British Broadcasting Corporation. Loosely based on the events in Britain in the 60's when the Labour government of Harold Wilson, wanted to bring the pirate stations under control, enough to see the passage of the Marine Broadcasting Offences Act on 15 August 1967","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Studio Canal', 'id': 5870}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Medienproduktion Prometheus Filmgesellschaft', 'id': 12196}, {'name': 'Portobello Studios', 'id': 12197}, {'name': 'Tightrope Pictures', 'id': 12198}]",en,Released,7.4,106327.0,the boat that rocked drama comedy drama comedy the boat that rocked is an ensemble comedy where the romance is between the young people of the s and pop music its about a band of djs that captivate britain playing the music that defines a generation and standing up to a government that wanted control of popular culture via the british broadcasting corporation loosely based on the events in britain in the s when the labour government of harold wilson wanted to bring the pirate stations under control enough to see the passage of the marine broadcasting offences act on august universal pictures studio canal working title films medienproduktion prometheus filmgesellschaft portobello studios tightrope pictures en en en,1946
1947,inglourious basterds,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]","In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'A Band Apart', 'id': 59}, {'name': 'The Weinstein Company', 'id': 308}, {'name': 'Zehnte Babelsberg', 'id': 6817}, {'name': 'Visiona Romantica', 'id': 6818}]",en,Released,8.3,1234105.0,"inglourious basterds drama action thriller war drama action thriller war in nazi-occupied france during world war ii a group of jewish-american soldiers known as ""the basterds"" are chosen specifically to spread fear throughout the third reich by scalping and brutally killing nazis the basterds lead by lt aldo raine soon cross paths with a french-jewish teenage girl who runs a movie theater in paris which is targeted by the soldiers universal pictures a band apart the weinstein company zehnte babelsberg visiona romantica en en en",1947
1948,state of play,"[{'id': 28, 'name': 'Action'}]","Handsome, unflappable U.S. Congressman Stephen Collins is the future of his political party: an honorable appointee who serves as the chairman of a committee overseeing defense spending. All eyes are upon the rising star to be his party's contender for the upcoming presidential race. Until his research assistant/mistress is brutally murdered and buried secrets come tumbling out.","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Andell Entertainment', 'id': 1683}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Working Title Films', 'id': 10163}]",en,Released,7.1,133536.0,state of play action action handsome unflappable us congressman stephen collins is the future of his political party an honorable appointee who serves as the chairman of a committee overseeing defense spending all eyes are upon the rising star to be his partys contender for the upcoming presential race until his research assistant/mistress is brutally murdered and buried secrets come tumbling out universal pictures studiocanal andell entertainment relativity media working title films en en en,1948
1949,the damned united,"[{'id': 18, 'name': 'Drama'}]","Taking over Leeds United, Brian Clough's abrasive approach and his clear dislike of the players' dirty style of play make it certain there is going to be friction. Glimpses of his earlier career help explain both his hostility to previous manager Don Revie and how much he is missing right-hand man Peter Taylor","[{'name': 'BBC Films', 'id': 288}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Screen Yorkshire', 'id': 2690}, {'name': 'Left Bank Pictures', 'id': 5340}, {'name': 'Screen Yorkshire Production Fund', 'id': 11560}]",en,Released,7.5,40853.0,the damned united drama drama taking over leeds united brian cloughs abrasive approach and his clear dislike of the players dirty style of play make it certain there is going to be friction glimpses of his earlier career help explain both his hostility to previous manager don revie and how much he is missing right-hand man peter taylor bbc films columbia pictures corporation screen yorkshire left bank pictures screen yorkshire production fund en en en,1949
1950,moon,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]","With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.","[{'name': 'Liberty Films UK', 'id': 3316}, {'name': 'Lunar Industries', 'id': 3317}, {'name': 'Xingu Films', 'id': 3318}, {'name': 'Limelight Fund', 'id': 12018}]",en,Released,7.9,330450.0,moon science fiction drama science fiction drama with only three weeks left in his three year contract sam bell is getting anxious to finally return to earth he is the only occupant of a moon-based manufacturing facility along with his computer and assistant gerty when he has an accent however he wakens to find that he is not alone liberty films uk lunar industries xingu films limelight fund en en en,1950
1951,aamir,"[{'id': 53, 'name': 'Thriller'}]",A doctor of Indian origin returning to Mumbai from London is forced to participate in a terrorist plot.,"[{'name': 'UTV Motion Pictures', 'id': 2320}]",hi,Released,7.7,10497.0,aamir thriller thriller a doctor of indian origin returning to mumbai from london is forced to participate in a terrorist plot utv motion pictures hi hi hi,1951
1952,the young victoria,"[{'id': 18, 'name': 'Drama'}]","From Academy Award® winners Graham King and Martin Scorsese, along with the makers of Gosford Park and The Departed, comes the story of Queen Victoria’s early rise to power. From an object of a royal power-struggle to her romantic courtship and legendary marriage to Prince Albert, Emily Blunt (The Devil Wears Prada) gives a stunning performance as the young Victoria. Packed with drama, romance, breath-taking cinematography, lavish costumes and featuring an outstanding British cast including Jim Broadbent, Harriet Walter, Mark Strong, Paul Bettany, Miranda Richardson, and Rupert Friend, The Young Victoria has captivated British audiences, and is the film that Company magazine called “an epic British film, which will sweep you up in her remarkable story.”","[{'name': 'GK Films', 'id': 3281}]",en,Released,7.3,56875.0,the young victoria drama drama from academy award® winners graham king and martin scorsese along with the makers of gosford park and the departed comes the story of queen victoria’s early rise to power from an object of a royal power-struggle to her romantic courtship and legendary marriage to prince albert emily blunt (the devil wears prada) gives a stunning performance as the young victoria packed with drama romance breath-taking cinematography lavish costumes and featuring an outstanding british cast including jim broadbent harriet walter mark strong paul bettany miranda richardson and rupert friend the young victoria has captivated british audiences and is the film that company magazine called “an epic british film which will sweep you up in her remarkable story” gk films en en en,1952
1953,sin nombre,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","Set on the border, where Mexico becomes the crucible and the fearsome gangs of today’s Mexican countryside, the gauntlet, to freedom. The stories of a girl living in Honduras and hungering for a brighter future, and two teen gang members, for whom the Mara Salvatrucha is near their entire universe, become interlaced on the train to the border, a journey that will determine the future of their lives","[{'name': 'Universal Studios', 'id': 13}]",es,Released,7.6,30838.0,sin nombre drama action thriller crime drama action thriller crime set on the border where mexico becomes the crucible and the fearsome gangs of today’s mexican countryse the gauntlet to freedom the stories of a girl living in honduras and hungering for a brighter future and two teen gang members for whom the mara salvatrucha is near their entire universe become interlaced on the train to the border a journey that will determine the future of their lives universal studios es es es,1953
1954,star trek,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Bad Robot', 'id': 11461}, {'name': 'MavroCine Pictures GmbH & Co. KG', 'id': 23419}]",en,Released,7.9,572398.0,star trek science fiction action adventure science fiction action adventure the fate of the galaxy rests in the hands of bitter rivals one james kirk is a delinquent thrill-seeking iowa farm boy the other spock a vulcan was raised in a logic-based society that rejects all emotion as fiery instinct clashes with calm reason their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger boldly going where no one has gone before the human adventure has begun again paramount pictures spyglass entertainment bad robot mavrocine pictures gmbh & co kg en en en,1954
1955,earth,"[{'id': 99, 'name': 'Documentary'}]","From the acclaimed team that brought you BBC's visual feast ""Planet Earth,"" this feature length film incorporates some of the same footage from the series with all new scenes following three remarkable, yet sadly endangered, families of animal across the globe.","[{'name': 'Gaumont', 'id': 9}, {'name': 'Disneynature', 'id': 4436}, {'name': 'BBC', 'id': 5996}]",en,Released,8.0,14127.0,"earth documentary documentary from the acclaimed team that brought you bbcs visual feast ""planet earth"" this feature length film incorporates some of the same footage from the series with all new scenes following three remarkable yet sadly endangered families of animal across the globe gaumont disneynature bbc en en en",1955
1956,neon genesis evangelion: death and rebirth,"[{'id': 9648, 'name': 'Mystery'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]","During the early 21st century a meteorite crashed into Antarctica. After scientists went to study the crash a gigantic explosion followed, classified as the 'Second Impact'. Shinji Ikari is a fourteen year-old boy who has come to Toyko3, a city that also serves as a fortress, to meet up with his father who left him many years ago. The city also happens to be under seige by monsterous creatures...","[{'name': 'TV Tokyo', 'id': 3034}, {'name': 'Gainax', 'id': 3041}, {'name': 'SEGA', 'id': 5511}, {'name': 'Kadokawa Shoten Publishing Co.', 'id': 9068}, {'name': 'Production I.G.', 'id': 12657}, {'name': 'Project Eva', 'id': 21503}]",ja,Released,7.5,11554.0,neon genesis evangelion death and rebirth mystery animation science fiction action mystery animation science fiction action during the early st century a meteorite crashed into antarctica after scientists went to study the crash a gigantic explosion followed classified as the second impact shinji ikari is a fourteen year-old boy who has come to toyko a city that also serves as a fortress to meet up with his father who left him many years ago the city also happens to be under seige by monsterous creatures tv tokyo gainax sega kadokawa shoten publishing co production ig project eva ja ja ja,1956
1957,up,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]","Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.","[{'name': 'Pixar Animation Studios', 'id': 3}]",en,Released,8.2,914235.0,up animation comedy family adventure animation comedy family adventure carl fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest but at age life seems to have passed him by until a twist of fate (and a persistent -year old wilderness explorer named russell) gives him a new lease on life pixar animation studios en en en,1957
1958,fullmetal alchemist the movie: conqueror of shamballa,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]","Munich, Germany, 1923. Two years have passed since Edward Elric was dragged from his own world to ours, leaving behind his country, his friends and his younger brother, Alphonse. Stripped of his alchemical powers, he has been all this time researching rocketry together with Alphonse Heiderich, a young man who resembles his own brother, hoping to one day find a way back home. His efforts so far had proven fruitless, but after lending a hand to a troubled gipsy girl, Edward is thrown in a series of events that can wreak havoc in both worlds. Meanwhile, at his own world, Alphonse Elric ventures deeper into the mysteries of alchemy in search for a way to reunite with his older brother.","[{'name': 'Tokyo Broadcasting System (TBS)', 'id': 1393}, {'name': 'Aniplex', 'id': 2883}, {'name': 'Nippon Shuppan Hanbai (Nippan) K.K.', 'id': 3032}, {'name': 'Mainichi Broadcasting System (MBS)', 'id': 3363}, {'name': 'Shochiku Company', 'id': 4641}, {'name': 'Dentsu', 'id': 6452}, {'name': 'Square Enix', 'id': 10038}, {'name': 'Bones', 'id': 11596}, {'name': 'SKY Perfect Broadcasting', 'id': 22796}]",ja,Released,7.4,10369.0,fullmetal alchemist the movie conqueror of shamballa action adventure animation drama action adventure animation drama munich germany two years have passed since edward elric was dragged from his own world to ours leaving behind his country his friends and his younger brother alphonse stripped of his alchemical powers he has been all this time researching rocketry together with alphonse heerich a young man who resembles his own brother hoping to one day find a way back home his efforts so far had proven fruitless but after lending a hand to a troubled gipsy girl edward is thrown in a series of events that can wreak havoc in both worlds meanwhile at his own world alphonse elric ventures deeper into the mysteries of alchemy in search for a way to reunite with his older brother tokyo broadcasting system (tbs) aniplex nippon shuppan hanbai (nippan) kk mainichi broadcasting system (mbs) shochiku company dentsu square enix bones sky perfect broadcasting ja ja ja,1958
1959,the hangover,"[{'id': 35, 'name': 'Comedy'}]","When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.","[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Green Hat Films', 'id': 3527}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'IFP Westcoast Erste', 'id': 12235}]",en,Released,7.7,707265.0,the hangover comedy comedy when three friends finally come to after a raucous night of bachelor-party revelry they find a baby in the closet and a tiger in the bathroom but they cant seem to locate their best friend doug – whos supposed to be tying the knot launching a frantic search for doug the trio perseveres through a nasty hangover to try to make it to the church on time legendary pictures green hat films warner bros ifp westcoast erste en en en,1959
1960,don,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}, {'id': 53, 'name': 'Thriller'}]","A ruthless gangster named Don is killed during a scuffle with the police. Since only DSP DeSilva knows of this incident, he recruits another person named Vijay who is a spitting image of Don. Vijay is planted in Don's place in Don's gang and DeSilva has a plan to nab the entire gang in this way. But when DeSilva dies during a raid, the secret that Vijay is not Don is also buried with him.","[{'name': 'Nariman Films', 'id': 5249}]",hi,Released,7.8,11060.0,don action adventure comedy crime foreign thriller action adventure comedy crime foreign thriller a ruthless gangster named don is killed during a scuffle with the police since only dsp desilva knows of this incent he recruits another person named vijay who is a spitting image of don vijay is planted in dons place in dons gang and desilva has a plan to nab the entire gang in this way but when desilva dies during a ra the secret that vijay is not don is also buried with him nariman films hi hi hi,1960
1961,the stoning of soraya m.,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","A drama set in 1986 Iran and centered on a man, Sahebjam, whose car breaks down in a remote village and enters into a conversation with Zahra, who relays to him the story about her niece, Soraya, whose arranged marriage to an abusive tyrant had a tragic ending.","[{'name': 'Roadside Attractions', 'id': 911}, {'name': 'Mpower Pictures', 'id': 5294}, {'name': 'Prime Meridian Pctures', 'id': 23467}, {'name': 'Fallen Films', 'id': 23468}]",en,Released,8.0,18580.0,the stoning of soraya m crime drama crime drama a drama set in iran and centered on a man sahebjam whose car breaks down in a remote village and enters into a conversation with zahra who relays to him the story about her niece soraya whose arranged marriage to an abusive tyrant had a tragic ending roadse attractions mpower pictures prime merian pctures fallen films en en en,1961
1962,tyson,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]","Director James Toback takes an unflinching, uncompromising look at the life of Mike Tyson--almost solely from the perspective of the man himself. TYSON alternates between the controversial boxer addressing the camera and shots of the champion's fights to create an arresting picture of the man.","[{'name': 'Wild Bunch', 'id': 856}]",en,Released,7.5,12093.0,tyson documentary drama documentary drama director james toback takes an unflinching uncompromising look at the life of mike tysonalmost solely from the perspective of the man himself tyson alternates between the controversial boxer addressing the camera and shots of the champions fights to create an arresting picture of the man wild bunch en en en,1962
1963,the hurt locker,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]","Forced to play a dangerous game of cat-and-mouse in the chaos of war, an elite Army bomb squad unit must come together in a city where everyone is a potential enemy and every object could be a deadly bomb.","[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Kingsgate Films', 'id': 770}, {'name': 'Grosvenor Park Media Ltd.', 'id': 2053}, {'name': 'Voltage Pictures', 'id': 10255}, {'name': 'Film Capital Europe Funds (FCEF )', 'id': 20343}, {'name': 'First Light Production', 'id': 20344}]",en,Released,7.6,415036.0,the hurt locker drama thriller war drama thriller war forced to play a dangerous game of cat-and-mouse in the chaos of war an elite army bomb squad unit must come together in a city where everyone is a potential enemy and every object could be a deadly bomb summit entertainment kingsgate films grosvenor park media ltd voltage pictures film capital europe funds (fcef ) first light production en en en,1963
1964,whatever works,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Whatever Works explores the relationship between a crotchety misanthrope, Boris and a naïve, impressionable young runaway from the south, Melody. When Melody's uptight parents arrive in New York to rescue her, they are quickly drawn into wildly unexpected romantic entanglements. Everyone discovers that finding love is just a combination of lucky chance and appreciating the value of ""whatever works.""","[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'Wild Bunch', 'id': 856}, {'name': 'Gravier Productions', 'id': 1824}, {'name': 'Perdido Productions', 'id': 12966}]",en,Released,7.1,70157.0,"whatever works comedy romance comedy romance whatever works explores the relationship between a crotchety misanthrope boris and a naïve impressionable young runaway from the south melody when melodys uptight parents arrive in new york to rescue her they are quickly drawn into wildly unexpected romantic entanglements everyone discovers that finding love is just a combination of lucky chance and appreciating the value of ""whatever works"" sony pictures classics wild bunch gravier productions perdo productions en en en",1964
1965,prison break: the final break,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","The movie covers the events which occurred in between the downfall of The Company and the finale of the series. It details the arrest and incarceration of Sara Tancredi, the final escape plan which Michael devises for Sara. It also reveals the ultimate fate of Gretchen Morgan.","[{'name': 'SF Film', 'id': 5674}, {'name': '20th Century Fox Television', 'id': 16323}]",en,Released,7.9,23253.0,prison break the final break action drama thriller action drama thriller the movie covers the events which occurred in between the downfall of the company and the finale of the series it details the arrest and incarceration of sara tancredi the final escape plan which michael devises for sara it also reveals the ultimate fate of gretchen morgan sf film th century fox television en en en,1965
1966,my sister's keeper,"[{'id': 18, 'name': 'Drama'}]","Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing.","[{'name': 'Mark Johnson Productions', 'id': 2604}, {'name': 'Gran Via Productions', 'id': 2605}, {'name': 'Curmudgeon Films', 'id': 12029}]",en,Released,7.4,88344.0,my sisters keeper drama drama sara and brian live an yllic life with their young son and daughter but their family is rocked by sudden heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girls life the parents desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship their actions ultimately set off a court case that threatens to tear the family apart while revealing surprising truths that challenge everyones perceptions of love and loyalty and give new meaning to the definition of healing mark johnson productions gran via productions curmudgeon films en en en,1966
1967,(500) days of summer,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Tom (Joseph Gordon-Levitt), greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer (Zooey Deschanel), suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.","[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Watermark', 'id': 4364}, {'name': 'Dune Entertainment III', 'id': 6332}]",en,Released,7.7,465363.0,() days of summer comedy drama romance comedy drama romance tom (joseph gordon-levitt) greeting-card writer and hopeless romantic is caught completely off-guard when his girlfriend summer (zooey deschanel) suddenly dumps him he reflects on their days together to try to figure out where their love affair went sour and in doing so tom rediscovers his true passions in life fox searchlight pictures watermark dune entertainment iii en en en,1967
1968,harry potter and the half-blood prince,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]","As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.","[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Heyday Films', 'id': 7364}]",en,Released,7.6,459773.0,harry potter and the half-blood prince adventure fantasy family adventure fantasy family as harry begins his sixth year at hogwarts he discovers an old book marked as property of the half-blood prince and begins to learn more about lord voldemorts dark past warner bros heyday films en en en,1968
1969,ten inch hero,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Four friends search for love and happiness while working at a California sandwich shop.,[],en,Released,7.4,11753.0,ten inch hero comedy drama romance comedy drama romance four friends search for love and happiness while working at a california sandwich shop en en en,1969
1970,district 9,"[{'id': 878, 'name': 'Science Fiction'}]","Aliens land in South Africa and, with their ship totally disabled,  have no way home. Years later, after living in a slum and wearing out their welcome the 'Non-Humans' are being moved to a new tent city overseen by Multi-National United (MNU).","[{'name': 'WingNut Films', 'id': 11}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'Key Creatives', 'id': 2300}, {'name': 'Block / Hanson', 'id': 8504}, {'name': 'Canadian Film or Video Production Tax Credit (CPTC)', 'id': 8582}, {'name': 'The Department of Trade and Industry of South Africa', 'id': 10884}, {'name': 'QED International', 'id': 11029}, {'name': 'Province of British Columbia Production Services Tax Credit', 'id': 12200}, {'name': 'District 9', 'id': 20667}, {'name': 'New Zealand Post Digital and Visual Effects Grant', 'id': 20668}]",en,Released,7.9,631191.0,district science fiction science fiction aliens land in south africa and with their ship totally disabled have no way home years later after living in a slum and wearing out their welcome the non-humans are being moved to a new tent city overseen by multi-national united (mnu) wingnut films tristar pictures key creatives block / hanson canadian film or veo production tax credit (cptc) the department of trade and industry of south africa qed international province of british columbia production services tax credit district new zealand post digital and visual effects grant en en en,1970
1971,max manus: man of war,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]","Max Manus is a Norwegian 2008 biographic war film based on the real events of the life of resistance fighter Max Manus (1914–96), after his contribution in the Winter War against the Soviet Union. The story follows Manus through the outbreak of World War II in Norway until peacetime in 1945.","[{'name': 'Det Danske Filminstitut', 'id': 118}, {'name': 'Filmkameratene A/S', 'id': 1003}, {'name': 'Miso Film', 'id': 5123}, {'name': 'Nordic Film och TV Fund', 'id': 11679}, {'name': 'Roenbergfilm', 'id': 14756}, {'name': 'Norsk Filminstitutt', 'id': 16551}, {'name': 'B & T Film', 'id': 22034}]",en,Released,7.3,26001.0,max manus man of war drama history war drama history war max manus is a norwegian biographic war film based on the real events of the life of resistance fighter max manus (–) after his contribution in the winter war against the soviet union the story follows manus through the outbreak of world war ii in norway until peacetime in det danske filminstitut filmkameratene a/s miso film nordic film och tv fund roenbergfilm norsk filminstitutt b & t film en en en,1971
1972,gangster's paradise: jerusalema,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]","This South African movie tracks the rise of a once-petty criminal to the heights of the criminal underworld. After cutting his teeth on hijacking, before moving onto bigger game, an ambitious man hits a setback when most of his gang are shot.","[{'name': 'Muti Films', 'id': 4113}]",en,Released,7.3,10262.0,gangsters paradise jerusalema drama action crime foreign drama action crime foreign this south african movie tracks the rise of a once-petty criminal to the heights of the criminal underworld after cutting his teeth on hijacking before moving onto bigger game an ambitious man hits a setback when most of his gang are shot muti films en en en,1972
1973,lost in austen,[],"Amanda, an ardent Jane Austen fan, lives in present day London with her boyfriend Michael, until she finds she's swapped places with Austen's fictional creation Elizabeth Bennett.","[{'name': 'Mammoth Screen', 'id': 5100}]",en,Released,7.4,10046.0,lost in austen amanda an ardent jane austen fan lives in present day london with her boyfriend michael until she finds shes swapped places with austens fictional creation elizabeth bennett mammoth screen en en en,1973
1974,evangelion: 1.0: you are (not) alone,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]","After the Second Impact, Tokyo-3 is being attacked by giant creatures called Angels that seek to eradicate humankind. The child Shinji's objective is to fight the Angels by piloting one of the mysterious Evangelion mecha units. A remake of the first six episodes of GAINAX's famous 1996 anime series.  The film was retitled ""Evangelion: 1.01"" for its DVD release and ""Evangelion: 1.11"" for release on Blu-Ray (with additional scenes).","[{'name': 'Studio Khara', 'id': 4145}]",ja,Released,7.7,17196.0,"evangelion you are (not) alone animation science fiction action drama animation science fiction action drama after the second impact tokyo- is being attacked by giant creatures called angels that seek to eradicate humankind the child shinjis objective is to fight the angels by piloting one of the mysterious evangelion mecha units a remake of the first six episodes of gainaxs famous anime series the film was retitled ""evangelion "" for its dvd release and ""evangelion "" for release on blu-ray (with additional scenes) studio khara ja ja ja",1974
