Index,Id,Title,Year,Rated,Runtime,Director,Writer,Actors,Plot,imdbRating,imdbVotes
6895,58105,The Spiderwick Chronicles,2008,PG,96 min,Mark Waters,"Karey Kirkpatrick (screenplay), David Berenbaum (screenplay), John Sayles (screenplay), Tony DiTerlizzi (books), Holly Black (books)","Freddie Highmore, Mary-Louise Parker, Nick Nolte, Sarah Bolger","Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",6.6,74517
6896,58107,Step Up 2: The Streets,2008,PG-13,98 min,Jon M. Chu,"Toni Ann Johnson, Karen Barna, Duane Adler (characters)","Briana Evigan, Robert Hoffman, Adam Sevani, Cassie Ventura",Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.,6.2,72106
6897,58146,Witless Protection,2008,PG-13,97 min,Charles Robert Carner,"Charles Robert Carner (screenplay), Charles Robert Carner (story), Alan C. Blomquist (story)","Larry the Cable Guy, Richard Bull, J. David Moeller, Will Clinger","The story centers on a small-town Sheriff who witnesses what he believes is a kidnapping, and rushes to rescue a woman. The kidnappers turn out to be F.B.I. Agents assigned to protect her ...",3.2,5599
6898,58154,The Other Boleyn Girl,2008,PG-13,115 min,Justin Chadwick,"Peter Morgan (screenplay), Philippa Gregory (novel)","Natalie Portman, Scarlett Johansson, Eric Bana, Jim Sturgess",Two sisters contend for the affection of King Henry VIII.,6.7,89759
6899,58156,Semi-Pro,2008,R,91 min,Kent Alterman,Scot Armstrong,"Will Ferrell, Woody Harrelson, André Benjamin, Maura Tierney","Jackie Moon, the owner-coach-player of the American Basketball Association's Flint Michigan Tropics, rallies his teammates to make their NBA dreams come true.",5.8,70542
6900,58191,Taxi to the Dark Side,2007,R,106 min,Alex Gibney,Alex Gibney,"Alex Gibney, Brian Keith Allen, Moazzam Begg, Christopher Beiring",Alex Gibney exposes the haunting details of the USA's torture and interrogation practices during the War in Afghanistan.,7.6,12305
6901,58293,"10,000 BC",2008,PG-13,109 min,Roland Emmerich,"Roland Emmerich, Harald Kloser","Steven Strait, Camilla Belle, Cliff Curtis, Joel Virgel",A prehistoric epic that follows a young mammoth hunter's journey through uncharted territory to secure the future of his tribe.,5.1,114418
6902,58295,The Bank Job,2008,R,111 min,Roger Donaldson,"Dick Clement, Ian La Frenais","Jason Statham, Saffron Burrows, Stephen Campbell Moore, Daniel Mays",Martine offers Terry a lead on a foolproof bank hit on London's Baker Street. She targets a roomful of safe deposit boxes worth millions in cash and jewelry. But Terry and his crew don't realize the boxes also contain a treasure trove of dirty secrets - secrets that will thrust them into a deadly web of corruption and illicit scandal.,7.3,159029
6903,58297,Doomsday,2008,R,105 min,Neil Marshall,Neil Marshall,"Caryn Peterson, Adeola Ariyo, Emma Cleasby, Christine Tomlinson",A futuristic action thriller where a team of people work to prevent a disaster threatening the future of the human race.,6,65654
6904,58299,Horton Hears a Who!,2008,G,86 min,"Jimmy Hayward, Steve Martino","Ken Daurio (screenplay), Cinco Paul (screenplay), Dr. Seuss (based upon the book by), Dr. Seuss (story), Jeff Siergey (additional story)","Jim Carrey, Steve Carell, Carol Burnett, Will Arnett",Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.,6.8,113792
6905,58301,Funny Games,2007,R,111 min,Michael Haneke,Michael Haneke,"Naomi Watts, Tim Roth, Michael Pitt, Brady Corbet",Two psychopathic young men take a family hostage in their cabin.,6.5,76612
6906,58303,The Counterfeiters,2007,R,98 min,Stefan Ruzowitzky,"Adolf Burger (book), Stefan Ruzowitzky (screenplay)","Karl Markovics, August Diehl, Devid Striesow, Martin Brambach","The story of the Operation Bernhard, the largest counterfeiting operation in history, carried out by Germany during WWII.",7.6,38601
6907,58306,Mongol: The Rise of Genghis Khan,2007,R,126 min,Sergei Bodrov,"Arif Aliev, Sergei Bodrov","Tadanobu Asano, Honglei Sun, Khulan Chuluun, Aliya",The story recounts the early life of Genghis Khan who was a slave before going on to conquer half the world in 1206.,7.3,39728
6908,58315,The Love Guru,2008,PG-13,87 min,Marco Schnabel,"Mike Myers, Graham Gordy","Jessica Simpson, Kanye West, Mike Myers, Deepak Chopra","Pitka, an American raised outside of his country by gurus, returns to the States in order to break into the self-help business. His first challenge is to settle the romantic troubles and subsequent professional skid of a star hockey player whose wife left him for a rival athlete.",3.8,45126
6909,58347,Penelope,2006,PG,104 min,Mark Palansky,Leslie Caveny,"Richard E. Grant, Catherine O'Hara, Nick Prideaux, Michael Feast","A modern romantic tale about a young aristocratic heiress born under a curse that can only be broken when she finds true love with ""one who will accept her as one of their own.""",6.8,54044
6910,58351,City of Men,2007,R,106 min,Paulo Morelli,"Elena Soarez (screenplay), Roberto Moreira (screenplay collaboration), Paulo Morelli (story), Elena Soarez (story), Bráulio Mantovani (inspired by the characters created by)","Douglas Silva, Darlan Cunha, Jonathan Haagensen, Rodrigo dos Santos","Best buddies Acerola and Laranjinha, about to turn 18, discover things about their missing fathers' pasts which will shatter their solid friendship, in the middle of a war between rival drug gangs from Rio's favelas.",7.3,13861
6911,58365,Chicago 10,2007,R,110 min,Brett Morgen,Brett Morgen,"Hank Azaria, Dylan Baker, Nick Nolte, Mark Ruffalo","Archival footage, animation, and music are used to look back at the eight anti-war protesters who were put on trial following the 1968 Democratic National Convention.",7.4,1125
6912,58376,Zeitgeist,2007,NOT RATED,118 min,Peter Joseph,Peter Joseph,"Chogyam Trungpa, Jordan Maxwell, George Carlin, Bill Hicks","Mythology and belief in society today, presenting uncommon perspectives of common cultural issues.",8.2,44579
6913,58425,Sigur Rós: Heima,2007,N/A,97 min,Dean DeBlois,N/A,"Amiina, Hildur Arsaelsdottir, Jon Thor Birgisson, Orri P. Dyrason","In the summer of 2006, Sigur Rós returned home to play a series of free, unannounced concerts for the people of Iceland. This film documents their already legendary tour with intimate ...",8.6,7233
6914,58432,What Just Happened,2008,R,104 min,Barry Levinson,"Art Linson, Art Linson (book)","Robert De Niro, Sean Penn, Catherine Keener, Bruce Willis",Two weeks in the life of a fading Hollywood producer who's having a rough time trying to get his new picture made.,5.7,24553
6915,58520,Mala Noche,1986,NOT RATED,78 min,Gus Van Sant,"Walt Curtis (story), Gus Van Sant (screenplay)","Tim Streeter, Doug Cooeyate, Ray Monge, Nyla McCarthy","A story of amour fou. Walt is madly in love/lust with a young illegal Mexican immigrant. However, the object of his unrequited affection doesn't even speak any English and finds Walt really...",6.7,2990
6916,58554,The Class,2007,N/A,99 min,Ilmar Raag,"Ilmar Raag, Vallo Kirs (writing team), Pärt Uusberg (writing team), Lauri Pedaja (writing team), Paula Solvak (writing team), Mikk Mägi (writing team), Riina Ries (writing team), Joonas Paas (writing team), Kadi Metsla (writing team), Triin Tenso (writing team), Virgo Ernits (writing team), Karl Sakrits (writing team), Maario Masing (writing team), Roland Laos (writing team), Mikk Jürjens (writing team)","Vallo Kirs, Pärt Uusberg, Lauri Pedaja, Paula Solvak","An average guy of an Estonian high-school decides to defend his bullied classmate. This starts war between him and the informal leader of the class. As teenagers' honour is a touchy thing, everything ends in bloodshed.",8,12272
6917,58559,The Dark Knight,2008,PG-13,152 min,Christopher Nolan,"Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Nolan (story), David S. Goyer (story), Bob Kane (characters)","Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine","When the menace known as the Joker emerges from his mysterious past, he wreaks havoc and chaos on the people of Gotham, the Dark Knight must accept one of the greatest psychological and physical tests of his ability to fight injustice.",9,1848050
6918,58627,Never Back Down,2008,PG-13,110 min,Jeff Wadlow,Chris Hauty,"Sean Faris, Amber Heard, Cam Gigandet, Evan Peters",A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club and meet a classmate who begins to coerce him into fighting.,6.6,85697
6919,58649,Napoleon,1927,N/A,240 min,Abel Gance,Abel Gance,"Albert Dieudonné, Vladimir Roudenko, Edmond Van Daële, Alexandre Koubitzky",A film about the French Field Marshal's youth and early military career.,7.5,5774
6920,58655,Drillbit Taylor,2008,PG-13,110 min,Steven Brill,"Kristofor Brown (screenplay), Seth Rogen (screenplay), John Hughes (story), Kristofor Brown (story), Seth Rogen (story)","Nate Hartley, Troy Gentile, Ian Roberts, Owen Wilson",Three kids hire a low-budget bodyguard to protect them from the playground bully.,5.7,52582
6921,58706,Under the Same Moon,2007,PG-13,106 min,Patricia Riggen,Ligiah Villalobos,"Adrian Alonso, Kate del Castillo, Eugenio Derbez, Maya Zapata",A young Mexican boy travels to the U.S. to find his mother after his grandmother passes away.,7.4,5847
6922,58803,21,2008,PG-13,123 min,Robert Luketic,"Peter Steinfeld (screenplay), Allan Loeb (screenplay), Ben Mezrich (book)","Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo","""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.",6.8,202575
6923,58839,Leatherheads,2008,PG-13,114 min,George Clooney,"Duncan Brantley, Rick Reilly","John Krasinski, David de Vries, Rick Forrester, Craig S. Harper","In 1925, an enterprising pro football player convinces America's too-good-to-be-true college football hero to play for his team and keep the league from going under.",6,28818
6924,58879,Shine a Light,2008,PG-13,122 min,Martin Scorsese,N/A,"Mick Jagger, Keith Richards, Charlie Watts, Ronnie Wood","A career-spanning documentary on the Rolling Stones, with concert footage from their ""A Bigger Bang"" tour.",7.2,10133
6925,58889,The Business of Being Born,2008,N/A,87 min,Abby Epstein,N/A,"Mary Helen Ayres, Julia Barnett, Sylvie Blaustein, Louann Brizendine","Birth: it's a miracle. A rite of passage. A natural part of life. But more than anything, birth is a business. Compelled to find answers after a disappointing birth experience with her ...",7.4,1204
6926,58904,Chan Is Missing,1982,N/A,80 min,Wayne Wang,"Isaac Cronin, Wayne Wang","Wood Moy, Marc Hayashi, Laureen Chew, Peter Wang","Two cabbies search San Francisco's Chinatown for a mysterious character who has disappeared with their $4000. Their quest leads them on a humorous, if mundane, journey which illuminates the...",7.1,851
6927,58964,Inside,2007,R,82 min,"Alexandre Bustillo, Julien Maury","Julien Maury (by), Alexandre Bustillo (by), Alexandre Bustillo (scenario,  adaptation and dialogue)","Alysson Paradis, Jean-Baptiste Tabourin, Claude Lulé, Dominique Frot","Four months after the death of her husband, a woman on the brink of motherhood is tormented in her home by a strange woman who wants her unborn baby.",6.8,31461
6928,58972,Nim's Island,2008,PG,96 min,"Jennifer Flackett, Mark Levin","Joseph Kwong (screenplay), Paula Mazur (screenplay), Mark Levin (screenplay), Jennifer Flackett (screenplay), Wendy Orr (novel)","Abigail Breslin, Jodie Foster, Gerard Butler, Michael Carman",A young girl inhabits an isolated island with her scientist father and communicates with a reclusive author of the novel she's reading.,6,29627
6929,58975,The Ruins,2008,R,90 min,Carter Smith,"Scott B. Smith (screenplay), Scott B. Smith (novel)","Jonathan Tucker, Jena Malone, Laura Ramsey, Shawn Ashmore","A group of friends whose leisurely Mexican holiday takes a turn for the worse when they, along with a fellow tourist, embark on a remote archaeological dig in the jungle where something evil lives among the ruins.",5.9,62736
6930,58998,Forgetting Sarah Marshall,2008,R,111 min,Nicholas Stoller,Jason Segel,"Jason Segel, Kristen Bell, Mila Kunis, Russell Brand","Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.",7.2,230905
6931,59014,Superhero Movie,2008,PG-13,75 min,Craig Mazin,Craig Mazin,"Drake Bell, Sara Paxton, Christopher McDonald, Leslie Nielsen","Orphaned high school student Rick Riker is bitten by a radioactive dragonfly, develops super powers (except for the ability to fly), and becomes a hero.",4.5,55489
6932,59016,Street Kings,2008,R,109 min,David Ayer,"James Ellroy (screenplay), Kurt Wimmer (screenplay), Jamie Moss (screenplay), James Ellroy (story)","Keanu Reeves, Forest Whitaker, Hugh Laurie, Chris Evans","An undercover cop, disillusioned by the recent murder of his wife, is implicated in the murder of an officer and must struggle to clear himself.",6.8,98723
6933,59018,The Visitor,2007,PG-13,104 min,Tom McCarthy,Tom McCarthy,"Richard Jenkins, Haaz Sleiman, Danai Gurira, Hiam Abbass",A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,7.7,38744
6934,59022,Harold & Kumar Escape from Guantanamo Bay,2008,R,104 min,"Jon Hurwitz, Hayden Schlossberg","Jon Hurwitz, Hayden Schlossberg, Jon Hurwitz (characters), Hayden Schlossberg (characters)","John Cho, Kal Penn, Rob Corddry, Jack Conley","After being mistaken for terrorists and thrown into Guantánamo Bay, stoners Harold and Kumar escape and return to the U.S., where they proceed to flee across the country with federal agents in hot pursuit.",6.6,119314
6935,59037,Speed Racer,2008,PG,135 min,"Lana Wachowski, Lilly Wachowski","Lilly Wachowski, Lana Wachowski, Tatsuo Yoshida (animated series ""Speed Racer"")","Emile Hirsch, Nicholas Elia, Susan Sarandon, Melissa Holroyd","A young driver, Speed Racer, aspires to be champion of the racing world with the help of his family and his high-tech Mach 5 automobile.",6,61235
6936,59103,The Forbidden Kingdom,2008,PG-13,104 min,Rob Minkoff,John Fusco,"Jet Li, Michael Angarano, Jackie Chan, Juana Collignon","A discovery made by a kung fu obsessed American teen sends him on an adventure to China, where he joins up with a band of martial arts warriors in order to free the imprisoned Monkey King.",6.6,92441
6937,59118,Happy-Go-Lucky,2008,R,118 min,Mike Leigh,Mike Leigh,"Sally Hawkins, Elliot Cowan, Alexis Zegerman, Andrea Riseborough","A look at a few chapters in the life of Poppy, a cheery, colorful, North London schoolteacher whose optimism tends to exasperate those around her.",7,33724
6938,59126,Religulous,2008,R,101 min,Larry Charles,N/A,"Bill Maher, Tal Bachman, Jonathan Boulden, Steve Burg",Bill Maher's take on the current state of world religion.,7.7,54500
6939,59141,Son of Rambow,2007,PG-13,96 min,Garth Jennings,Garth Jennings,"Neil Dudgeon, Bill Milner, Jessica Hynes, Anna Wing","During a long English summer in the early 1980s, two schoolboys from differing backgrounds set out to make a film inspired by First Blood (1982).",7,28306
6940,59143,Super High Me,2007,R,94 min,Michael Blieden,N/A,"Brian Unger, Gary Cohan, Robert Gore, Sean Tabibian",Stand up comedian and marijuana user Doug Benson documents thirty days of pot free living and thirty days of non-stop use to compare the effects of both.,6.1,12062
6941,59180,Tarzan Finds a Son!,1939,PASSED,82 min,Richard Thorpe,"Cyril Hume (screen play), Edgar Rice Burroughs (based upon the characters created by)","Johnny Weissmuller, Maureen O'Sullivan, Johnny Sheffield, Ian Hunter","Tarzan's jungle home, and his family, Jane and Boy, are threatened by men greedy for gold.",7,2726
6942,59258,Baby Mama,2008,PG-13,99 min,Michael McCullers,Michael McCullers,"Amy Poehler, Tina Fey, Greg Kinnear, Dax Shepard","A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.",6,36136
6943,59273,Delirious,2006,N/A,107 min,Tom DiCillo,Tom DiCillo,"Steve Buscemi, Michael Pitt, Alison Lohman, Gina Gershon","An offbeat drama focused on a homeless youth, a pop music siren and a member of the paparazzi.",6.5,5408
6944,59306,Prom Night,2008,PG-13,88 min,Nelson McCormick,J.S. Cardone,"Brittany Snow, Scott Porter, Jessica Stroup, Dana Davis","Donna's senior prom is supposed to be the best night of her life, though a sadistic killer from her past has different plans for her and her friends.",3.9,29527
6945,59315,Iron Man,2008,PG-13,126 min,Jon Favreau,"Mark Fergus (screenplay), Hawk Ostby (screenplay), Art Marcum (screenplay), Matt Holloway (screenplay), Stan Lee (characters), Don Heck (characters), Larry Lieber (characters), Jack Kirby (characters)","Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",7.9,759000
6946,59333,Made of Honor,2008,PG-13,101 min,Paul Weiland,"Adam Sztykiel (screenplay), Deborah Kaplan (screenplay), Harry Elfont (screenplay), Adam Sztykiel (story)","Patrick Dempsey, Michelle Monaghan, Kevin McKidd, Kadeem Hardison",A guy in love with an engaged woman tries to win her over after she asks him to be her maid of honor.,5.9,58531
6947,59339,Mister Lonely,2007,NOT RATED,112 min,Harmony Korine,"Harmony Korine, Avi Korine","Diego Luna, Samantha Morton, Denis Lavant, James Fox","In Paris, a young American who works as a Michael Jackson lookalike meets Marilyn Monroe, who invites him to her commune in Scotland, where she lives with Charlie Chaplin and her daughter, Shirley Temple.",6.4,6389
6948,59369,Taken,2008,PG-13,93 min,Pierre Morel,"Luc Besson, Robert Mark Kamen","Liam Neeson, Maggie Grace, Leland Orser, Jon Gries","A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",7.8,510548
6949,59387,The Fall,2006,R,117 min,Tarsem Singh,"Dan Gilroy (screenplay), Nico Soultanakis (screenplay), Tarsem Singh (screenplay), Valeri Petrov","Catinca Untaru, Justine Waddell, Lee Pace, Kim Uylenbroek","In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",7.9,95136
6950,59392,Stargate: The Ark of Truth,2008,NOT RATED,97 min,Robert C. Cooper,Robert C. Cooper,"Ben Browder, Amanda Tapping, Christopher Judge, Michael Shanks",SG-1 search for an Ancient Artifact to finally defeat the Ori. But the Artifact is in the Ori Galaxy.,7.4,17441
6951,59418,An American Crime,2007,R,98 min,Tommy O'Haver,"Tommy O'Haver, Irene Turner","Ellen Page, Hayley McFarland, Nick Searcy, Romy Rosemont","The true story of suburban housewife Gertrude Baniszewski, who kept a teenage girl locked in the basement of her Indiana home during the 1960s.",7.4,27383
6952,59421,What Happens in Vegas,2008,PG-13,99 min,Tom Vaughan,Dana Fox,"Cameron Diaz, Ashton Kutcher, Rob Corddry, Lake Bell","A man and a woman are compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.",6.1,149488
6953,59429,American Pie Presents: Beta House,2007,R,85 min,Andrew Waller,"Erik Lindsay, Adam Herz (characters)","John White, Christopher McDonald, Jake Siegel, Lexie Galante","Erik, and Cooze start college and pledge the Beta House fraternity, presided over by none other than legendary Dwight Stifler. But chaos ensues when a fraternity of geeks threatens to stop ...",5.4,52761
6954,59447,Fiorile,1993,PG-13,118 min,"Paolo Taviani, Vittorio Taviani","Sandro Petraglia, Paolo Taviani, Vittorio Taviani","Claudio Bigagli, Galatea Ranzi, Michael Vartan, Lino Capolicchio","While travelling to visit their grandfather, two children are told the story of a family curse that has lasted two hundred years. During Napoleon's Italian invasion, Elisabetta Benedetti ...",7,945
6955,59501,The Chronicles of Narnia: Prince Caspian,2008,PG,150 min,Andrew Adamson,"Andrew Adamson (screenplay), Christopher Markus (screenplay), Stephen McFeely (screenplay), C.S. Lewis (novel)","Ben Barnes, Georgie Henley, Skandar Keynes, William Moseley","The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.",6.6,163381
6956,59519,Reprise,2006,R,105 min,Joachim Trier,"Joachim Trier, Eskil Vogt","Anders Danielsen Lie, Espen Klouman Høiner, Viktoria Winge, Odd-Magnus Williamson","Two competitive friends, fueled by literary aspirations and youthful exuberance, endure the pangs of love, depression and burgeoning careers.",7.4,7914
6957,59549,Shelter,2007,R,97 min,Jonah Markowitz,Jonah Markowitz,"Trevor Wright, Brad Rowe, Tina Holmes, Jackson Wurth","When his college dreams are sidelined by family obligations, a young man finds comfort in surfing with his best friend's brother.",7.8,17464
6958,59590,Young@Heart,2007,PG,107 min,"Stephen Walker, Sally George",N/A,"Joe Benoit, Helen Boston, Louise Canady, Elaine Fligman","A documentary on a chorus of senior citizens from Massachusetts who cover songs by Jimi Hendrix, Coldplay, Sonic Youth, and other unexpected musicians.",7.9,3667
6959,59594,"War, Inc.",2008,R,107 min,Joshua Seftel,"Mark Leyner, Jeremy Pikser, John Cusack","John Cusack, Hilary Duff, Marisa Tomei, Joan Cusack","A political satire set in Turaqistan, a country occupied by an American private corporation run by a former US Vice President. In an effort to monopolize the opportunities the war-torn ...",5.7,20420
6960,59615,Indiana Jones and the Kingdom of the Crystal Skull,2008,PG-13,122 min,Steven Spielberg,"David Koepp (screenplay), George Lucas (story), Jeff Nathanson (story), George Lucas (characters), Philip Kaufman (characters)","Harrison Ford, Cate Blanchett, Karen Allen, Shia LaBeouf","Famed archaeologist and adventurer Dr. Henry ""Indiana"" Jones, Jr. is called back into action, when he becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.",6.2,359982
6961,59669,Following Sean,2005,UNRATED,87 min,Ralph Arlyck,Ralph Arlyck,"Ralph Arlyck, Sean Farrell","Thirty years, three generations, and a lifetime later, award-winning filmmaker Ralph Arlyck returns to San Francisco in search of Sean, the boy who was the subject of his controversy-sparking 1969 documentary.",7.1,747
6962,59684,Lake of Fire,2006,UNRATED,152 min,Tony Kaye,Tony Kaye (screenplay),"Bill Baird, Flip Benham, Dallas Blanchard, John Britton",A graphic documentary on both sides of the abortion debate.,8.3,2252
6963,59721,The Grand,2007,R,104 min,Zak Penn,"Zak Penn, Matt Bierman","Woody Harrelson, David Cross, Dennis Farina, Cheryl Hines",An improvisational comedy using a handful of actors playing characters competing in an actual poker tournament.,6,5076
6964,59725,Sex and the City,2008,R,145 min,Michael Patrick King,"Michael Patrick King, Candace Bushnell (book), Darren Star (television series creator)","Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon",A New York City writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,5.5,104379
6965,59727,The Strangers,2008,R,86 min,Bryan Bertino,Bryan Bertino,"Alex Fisher, Scott Speedman, Liv Tyler, Kip Weeks",A young couple staying in an isolated vacation home are terrorized by three unknown assailants.,6.2,99561
6966,59731,Bigger Stronger Faster*,2008,PG-13,105 min,Chris Bell,"Chris Bell, Alexander Buono, Tamsin Rawady","Chris Bell, Hank Aaron, Lyle Alzado, Joshua Amsden","An examination of America's win-at-all-cost culture from the perspective of bodybuilding and performance enhancing drugs, as it focuses on a pair of siblings chasing their dream.",7.6,12345
6967,59784,Kung Fu Panda,2008,PG,92 min,"Mark Osborne, John Stevenson","Jonathan Aibel (screenplay), Glenn Berger (screenplay), Ethan Reiff (story), Cyrus Voris (story)","Jack Black, Dustin Hoffman, Angelina Jolie, Ian McShane","The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance: However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a tyro in martial arts.",7.6,340467
6968,59805,Antonio das Mortes,1969,N/A,100 min,Glauber Rocha,Glauber Rocha,"Maurício do Valle, Odete Lara, Othon Bastos, Hugo Carvana","Period piece about a Brazil that is no more. This movie is the sequel to ""God and the Devil in the Land of the Sun"" (Deus e o diabo na terra do sol), and takes place 29 years after Antonio ...",7.2,1226
6969,59810,Recount,2008,TV-MA,116 min,Jay Roach,Danny Strong,"Kevin Spacey, Bob Balaban, Ed Begley Jr., Laura Dern","A chronicle of the weeks after the 2000 U.S. Presidential election, and the subsequent recounts in Florida.",7.5,10710
6970,59814,Ex Drummer,2007,NOT RATED,100 min,Koen Mortier,"Herman Brusselmans (novel), Koen Mortier (screenplay)","Dries Vanhegen, Norman Baert, Gunter Lamoot, Sam Louwyck",Three handicapped losers who form a band ask famous writer Dries to be their drummer. He joins the band and starts manipulating them.,7.1,8440
6971,59832,Where the Sidewalk Ends,1950,NOT RATED,95 min,Otto Preminger,"Ben Hecht (screenplay), Victor Trivas (adaptation), Frank P. Rosenberg (adaptation), Robert E. Kent (adaptation), William L. Stuart (novel)","Dana Andrews, Gene Tierney, Gary Merrill, Bert Freed",Det. Sgt. Mark Dixon wants to be something his old man wasn't: a guy on the right side of the law. But Dixon's vicious nature will get the better of him.,7.6,5990
6972,59834,100 Rifles,1969,R,110 min,Tom Gries,"Clair Huffaker (screenplay), Tom Gries (screenplay), Robert MacLeod (novel)","Jim Brown, Raquel Welch, Burt Reynolds, Fernando Lamas","In 1912 Sonora, Mexico, native revolutionary Yaqui Joe robs a bank to buy arms for his oppressed people, but finds himself sought by an American lawman and the Mexican Army.",6,2205
6973,59846,The Iron Mask,1929,NOT RATED,95 min,Allan Dwan,"Lotta Woods (scenario editor), Douglas Fairbanks (story), Alexandre Dumas (novels)","Belle Bennett, Marguerite De La Motte, Dorothy Revier, Vera Lewis","King Louis XIII of France is thrilled to have born to him a son - an heir to the throne. But when the queen delivers a twin, Cardinal Richelieu sees the second son as a potential for ...",7.6,971
6974,59900,You Don't Mess with the Zohan,2008,PG-13,113 min,Dennis Dugan,"Adam Sandler, Robert Smigel, Judd Apatow","Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson",An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.,5.5,166589
6975,59935,Flesh Gordon,1974,R,78 min,"Michael Benveniste, Howard Ziehm",Michael Benveniste (screenplay),"Jason Williams, Suzanne Fields, Joseph Hudgins, William Dennis Hunt","Emperor Wang (the Perverted) is leader of the planet Porno and sends his mighty ""Sex Ray"" towards Earth, turning everyone into sex-mad fiends. Only one man can save the Earth, football ...",4.7,3369
6976,59945,The Mark of Zorro,1920,NOT RATED,107 min,Fred Niblo,"Johnston McCulley (based on the story by: ""The Curse of Capistrano"" published in ""All-Story Weekly"")","Marguerite De La Motte, Robert McKim, Noah Beery, Charles Hill Mailes","A seemingly idiotic fop is really the courageous vigilante Zorro, who seeks to protect the oppressed.",7.3,1766
6977,59985,Chaos Theory,2008,PG-13,87 min,Marcos Siega,Daniel Taplitz,"Ryan Reynolds, Emily Mortimer, Stuart Townsend, Sarah Chalke",The story of an obsessively organized efficiency expert whose life unravels in unexpected ways when fate forces him to explore the serendipitous nature of love and forgiveness.,6.7,29147
6978,59995,Boy A,2007,R,102 min,John Crowley,"Jonathan Trigell (novel), Mark O'Rowe (screenplay)","Andrew Garfield, Peter Mullan, Siobhan Finneran, Alfie Owen","The story of a young Jack, newly released from serving a prison sentence for a violent crime he committed as a child.",7.7,34505
6979,60037,The Happening,2008,R,91 min,M. Night Shyamalan,M. Night Shyamalan,"Mark Wahlberg, Zooey Deschanel, John Leguizamo, Ashlyn Sanchez","A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide.",5,174661
6980,60040,The Incredible Hulk,2008,PG-13,112 min,Louis Leterrier,"Zak Penn (screenplay), Zak Penn (screen story)","Edward Norton, Liv Tyler, Tim Roth, William Hurt","Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he turns into, whenever he loses his temper.",6.8,351981
6981,60069,WALL·E,2008,G,98 min,Andrew Stanton,"Andrew Stanton (original story by), Pete Docter (original story by), Andrew Stanton (screenplay by), Jim Reardon (screenplay by)","Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard","In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",8.4,804131
6982,60072,Wanted,2008,R,110 min,Timur Bekmambetov,"Michael Brandt (screenplay), Derek Haas (screenplay), Chris Morgan (screenplay), Michael Brandt (story), Derek Haas (story), Mark Millar (comic book series), J.G. Jones (comic book series)","James McAvoy, Morgan Freeman, Angelina Jolie, Terence Stamp",A frustrated office worker learns that he is the son of a professional assassin and that he shares his father's superhuman killing abilities.,6.7,319256
6983,60074,Hancock,2008,PG-13,92 min,Peter Berg,"Vincent Ngo, Vince Gilligan","Will Smith, Charlize Theron, Jason Bateman, Jae Head",Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,6.4,376364
